Sample Name,Protocol REF,Extract Name,Protocol REF,Parameter Value: Library Selection,Parameter Value: Library Layout,Parameter Value: Stranded,Protocol REF,Parameter Value: Sequencing Instrument,Parameter Value: Base Caller,Parameter Value: Read Length,Assay Name,Raw Data File,Protocol REF,Derived Data File,Protocol REF,Parameter Value: Read Depth,Parameter Value: rRNA Contamination,Parameter Value: MultiQC File Names
367446,Nucleic Acid Extraction,367446,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367446_R1_raw.fastq.gz, GLDS-516_rna-seq_367446_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367446.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367446.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11846223 read,1.91 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367447,Nucleic Acid Extraction,367447,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367447_R1_raw.fastq.gz, GLDS-516_rna-seq_367447_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367447.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367447.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11466214 read,2.38 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367448,Nucleic Acid Extraction,367448,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367448_R1_raw.fastq.gz, GLDS-516_rna-seq_367448_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367448.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367448.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,7564885 read,2.22 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367449,Nucleic Acid Extraction,367449,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367449_R1_raw.fastq.gz, GLDS-516_rna-seq_367449_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367449.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367449.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,7149393 read,3.54 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367450,Nucleic Acid Extraction,367450,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367450_R1_raw.fastq.gz, GLDS-516_rna-seq_367450_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367450.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367450.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,13691086 read,1.62 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367451,Nucleic Acid Extraction,367451,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367451_R1_raw.fastq.gz, GLDS-516_rna-seq_367451_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367451.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367451.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,10774200 read,1.4 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367452,Nucleic Acid Extraction,367452,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367452_R1_raw.fastq.gz, GLDS-516_rna-seq_367452_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367452.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367452.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11266650 read,2.6 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367453,Nucleic Acid Extraction,367453,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367453_R1_raw.fastq.gz, GLDS-516_rna-seq_367453_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367453.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367453.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,13410257 read,1.67 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367454,Nucleic Acid Extraction,367454,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367454_R1_raw.fastq.gz, GLDS-516_rna-seq_367454_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367454.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367454.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11869114 read,2.56 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367455,Nucleic Acid Extraction,367455,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367455_R1_raw.fastq.gz, GLDS-516_rna-seq_367455_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367455.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367455.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,12784511 read,3.33 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367456,Nucleic Acid Extraction,367456,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367456_R1_raw.fastq.gz, GLDS-516_rna-seq_367456_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367456.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367456.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,9698705 read,3.13 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367457,Nucleic Acid Extraction,367457,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367457_R1_raw.fastq.gz, GLDS-516_rna-seq_367457_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367457.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367457.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,8672257 read,1.95 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367458,Nucleic Acid Extraction,367458,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367458_R1_raw.fastq.gz, GLDS-516_rna-seq_367458_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367458.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367458.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,8301652 read,2.16 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367459,Nucleic Acid Extraction,367459,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367459_R1_raw.fastq.gz, GLDS-516_rna-seq_367459_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367459.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367459.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,7845885 read,1.76 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367460,Nucleic Acid Extraction,367460,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367460_R1_raw.fastq.gz, GLDS-516_rna-seq_367460_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367460.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367460.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,9902720 read,2.65 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367461,Nucleic Acid Extraction,367461,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367461_R1_raw.fastq.gz, GLDS-516_rna-seq_367461_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367461.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367461.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,8029876 read,1.49 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367462,Nucleic Acid Extraction,367462,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367462_R1_raw.fastq.gz, GLDS-516_rna-seq_367462_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367462.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367462.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,13104705 read,1.64 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367463,Nucleic Acid Extraction,367463,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367463_R1_raw.fastq.gz, GLDS-516_rna-seq_367463_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367463.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367463.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,14010876 read,1.69 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367464,Nucleic Acid Extraction,367464,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367464_R1_raw.fastq.gz, GLDS-516_rna-seq_367464_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367464.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367464.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,12406440 read,1.89 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367465,Nucleic Acid Extraction,367465,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367465_R1_raw.fastq.gz, GLDS-516_rna-seq_367465_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367465.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367465.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11751412 read,4.68 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367466,Nucleic Acid Extraction,367466,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367466_R1_raw.fastq.gz, GLDS-516_rna-seq_367466_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367466.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367466.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,8924780 read,4.78 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367467,Nucleic Acid Extraction,367467,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367467_R1_raw.fastq.gz, GLDS-516_rna-seq_367467_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367467.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367467.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,15642131 read,1.76 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367468,Nucleic Acid Extraction,367468,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367468_R1_raw.fastq.gz, GLDS-516_rna-seq_367468_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367468.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367468.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,13234842 read,1.85 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367469,Nucleic Acid Extraction,367469,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367469_R1_raw.fastq.gz, GLDS-516_rna-seq_367469_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367469.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367469.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,15500502 read,8.45 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367470,Nucleic Acid Extraction,367470,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367470_R1_raw.fastq.gz, GLDS-516_rna-seq_367470_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367470.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367470.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,14933946 read,1.73 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367471,Nucleic Acid Extraction,367471,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367471_R1_raw.fastq.gz, GLDS-516_rna-seq_367471_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367471.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367471.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,12681794 read,1.39 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367472,Nucleic Acid Extraction,367472,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367472_R1_raw.fastq.gz, GLDS-516_rna-seq_367472_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367472.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367472.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,10655149 read,2.41 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367473,Nucleic Acid Extraction,367473,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367473_R1_raw.fastq.gz, GLDS-516_rna-seq_367473_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367473.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367473.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11511324 read,4.57 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367474,Nucleic Acid Extraction,367474,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367474_R1_raw.fastq.gz, GLDS-516_rna-seq_367474_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367474.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367474.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11720055 read,1.94 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367475,Nucleic Acid Extraction,367475,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367475_R1_raw.fastq.gz, GLDS-516_rna-seq_367475_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367475.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367475.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,14410141 read,1.45 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367476,Nucleic Acid Extraction,367476,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367476_R1_raw.fastq.gz, GLDS-516_rna-seq_367476_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367476.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367476.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,12860785 read,2.11 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367477,Nucleic Acid Extraction,367477,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367477_R1_raw.fastq.gz, GLDS-516_rna-seq_367477_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367477.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367477.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,14282492 read,3.09 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
367478,Nucleic Acid Extraction,367478,Library Construction,polyA enrichment,PAIRED,UNSTRANDED,Nucleic Acid Sequencing,Illumina NovaSeq 6000,bcl2fastq,151 base pair,rna-seq,"GLDS-516_rna-seq_367478_R1_raw.fastq.gz, GLDS-516_rna-seq_367478_R2_raw.fastq.gz",Sequence Analysis Data Transformation,"GLDS-516_rna-seq_367478.accepted_hits.merged.markeddups.recal.bam, GLDS-516_rna-seq_367478.accepted_hits.merged.markeddups.recal.bai",GeneLab raw data processing protocol,11351387 read,1.29 percent,GLDS-516_rna_seq_raw_multiqc_GLbulkRNAseq_report.zip
